Beauhurst company URL,Beauhurst deal URL,Company name,Deal date,Verified investment amount (converted to GBP),Amount raised (converted to GBP)
https://platform.beauhurst.com/company/dk7m2j/,https://platform.beauhurst.com/transaction/fundraising/awku/,Thomas Shellfish,2015/12/24,265294,265294.39
https://platform.beauhurst.com/company/g9aaxu/,https://platform.beauhurst.com/transaction/fundraising/2tdr/,Gladstone London,2016/6/20,354552,354552
https://platform.beauhurst.com/company/ki8nnw/,https://platform.beauhurst.com/transaction/fundraising/5e8y/,Enlist,2016/2/24,1100000,1100000
https://platform.beauhurst.com/company/5xd4ca/,https://platform.beauhurst.com/transaction/fundraising/3hsc/,Flexyfoot,2016/7/25,150000,150001
https://platform.beauhurst.com/company/5xd4ca/,https://platform.beauhurst.com/transaction/fundraising/ibe6/,Flexyfoot,2013/3/25,55000,55000
https://platform.beauhurst.com/company/wdv4ur/,https://platform.beauhurst.com/transaction/fundraising/tee5/,SUPENTA,2016/6/27,40000,39999.96
https://platform.beauhurst.com/company/hz9zwy/,https://platform.beauhurst.com/transaction/fundraising/mjad/,Y-Cam,2016/7/18,500999,500999.04
https://platform.beauhurst.com/company/hjxq3g/,https://platform.beauhurst.com/transaction/fundraising/ri9m/,KWR Technologies Group,2016/6/22,149984,149984.34
https://platform.beauhurst.com/company/c3t64f/,https://platform.beauhurst.com/transaction/fundraising/puhj/,Uberated,2016/7/18,54257,54257.22986
https://platform.beauhurst.com/company/c3t64f/,https://platform.beauhurst.com/transaction/fundraising/nukx/,Uberated,2015/9/22,80392,80391.96
https://platform.beauhurst.com/company/stkra8/,https://platform.beauhurst.com/transaction/fundraising/u7jx/,Sensible Object,2016/8/1,234196,234195.95
https://platform.beauhurst.com/company/dufjs3/,https://platform.beauhurst.com/transaction/fundraising/h9kw/,PropTech Insights,2016/8/15,27810,27810
https://platform.beauhurst.com/company/p9v7tp/,https://platform.beauhurst.com/transaction/fundraising/skfa/,Frutree,2016/8/1,791676,791675.5062
https://platform.beauhurst.com/company/tcxzsc/,https://platform.beauhurst.com/transaction/fundraising/u5yf/,The British Honey Company,2015/1/23,120000,120000
https://platform.beauhurst.com/company/tcxzsc/,https://platform.beauhurst.com/transaction/fundraising/hy7b/,The British Honey Company,2016/3/28,380027,380027
https://platform.beauhurst.com/company/23ds3f/,https://platform.beauhurst.com/transaction/fundraising/x8df/,Soundmite,2016/7/15,59996,59996.44
https://platform.beauhurst.com/company/u3kvrt/,https://platform.beauhurst.com/transaction/fundraising/qtcj/,The Phantom Card Company,2010/8/18,55000,55000
https://platform.beauhurst.com/company/u3kvrt/,https://platform.beauhurst.com/transaction/fundraising/7z69/,The Phantom Card Company,2011/12/16,100000,100000.0031
https://platform.beauhurst.com/company/u3kvrt/,https://platform.beauhurst.com/transaction/fundraising/8gx9/,The Phantom Card Company,2012/3/9,100000,99999.998
https://platform.beauhurst.com/company/96cssb/,https://platform.beauhurst.com/transaction/fundraising/5ksq/,Climate Cars,2008/7/15,,300000
https://platform.beauhurst.com/company/8rgh64/,https://platform.beauhurst.com/transaction/fundraising/rjm7/,BioBeats,2016/4/22,1459999,1582650.595
https://platform.beauhurst.com/company/8rgh64/,https://platform.beauhurst.com/transaction/fundraising/65wi/,BioBeats,2013/8/1,,429382.8508
https://platform.beauhurst.com/company/65iwby/,https://platform.beauhurst.com/transaction/fundraising/a8ai/,Pearlshare,2016/8/23,341065,1000000
https://platform.beauhurst.com/company/nazifm/,https://platform.beauhurst.com/transaction/fundraising/f7pv/,Econovate,2013/1/25,199998,199998
https://platform.beauhurst.com/company/nazifm/,https://platform.beauhurst.com/transaction/fundraising/iutv/,Econovate,2015/4/3,100000,99999.9
https://platform.beauhurst.com/company/nazifm/,https://platform.beauhurst.com/transaction/fundraising/3uiq/,Econovate,2016/8/2,682657,645000
https://platform.beauhurst.com/company/45ruf3/,https://platform.beauhurst.com/transaction/fundraising/taxi/,Armarge,2016/8/3,52495,52495.2
https://platform.beauhurst.com/company/r9un3n/,https://platform.beauhurst.com/transaction/fundraising/tdhd/,The World Weekly,2013/5/29,470000,470000
https://platform.beauhurst.com/company/r9un3n/,https://platform.beauhurst.com/transaction/fundraising/jwfd/,The World Weekly,2014/5/1,200100,200100
https://platform.beauhurst.com/company/r9un3n/,https://platform.beauhurst.com/transaction/fundraising/awjy/,The World Weekly,2016/7/27,1746345,1746344.81
https://platform.beauhurst.com/company/kj79z9/,https://platform.beauhurst.com/transaction/fundraising/ye62/,SwipeIn,2016/8/22,36000,36000
https://platform.beauhurst.com/company/d69jvh/,https://platform.beauhurst.com/transaction/fundraising/mp8u/,Primal Joy Foods,2016/4/5,30000,29999.9994
https://platform.beauhurst.com/company/qr8agf/,https://platform.beauhurst.com/transaction/fundraising/y5bu/,Onlicar,2016/7/21,188196,188196.48
https://platform.beauhurst.com/company/ztr85d/,https://platform.beauhurst.com/transaction/fundraising/pw7e/,Fixington,2016/7/12,262844,262844
https://platform.beauhurst.com/company/qr8agf/,https://platform.beauhurst.com/transaction/fundraising/pj4v/,Onlicar,2016/3/18,30001,30000
https://platform.beauhurst.com/company/7c2qpk/,https://platform.beauhurst.com/transaction/fundraising/n6hw/,Testify,2016/5/31,192083,192082.8074
https://platform.beauhurst.com/company/ekfm67/,https://platform.beauhurst.com/transaction/fundraising/9piz/,SpeakSet,2014/10/9,294313,294312.59
https://platform.beauhurst.com/company/7xd3kj/,https://platform.beauhurst.com/transaction/fundraising/izrz/,TransferGuru,2016/8/28,,82163
https://platform.beauhurst.com/company/ytwwce/,https://platform.beauhurst.com/transaction/fundraising/hprn/,TypeScore,2016/5/17,385000,384999.5182
https://platform.beauhurst.com/company/zdhn4q/,https://platform.beauhurst.com/transaction/fundraising/rz4q/,Optimize,2016/8/31,541667,541666.56
https://platform.beauhurst.com/company/qd5k7y/,https://platform.beauhurst.com/transaction/fundraising/6g7v/,Fusion Antibodies,2007/7/25,,1200000
https://platform.beauhurst.com/company/3amjdc/,https://platform.beauhurst.com/transaction/fundraising/vaca/,DripApp,2016/8/26,20000,20000.0002
https://platform.beauhurst.com/company/ww9fcv/,https://platform.beauhurst.com/transaction/fundraising/b56x/,Wyld Mesh,2016/8/1,55034,55034.1
https://platform.beauhurst.com/company/my3e7y/,https://platform.beauhurst.com/transaction/fundraising/3jxx/,Gradit,2016/8/1,100000,99999.999
https://platform.beauhurst.com/company/udqqyv/,https://platform.beauhurst.com/transaction/fundraising/ujw2/,Songkick,2016/8/31,,11413622.84
https://platform.beauhurst.com/company/dt5rj4/,https://platform.beauhurst.com/transaction/fundraising/dsmd/,Pulmagen Therapeutics,2014/6/30,1231338,1231338
https://platform.beauhurst.com/company/2tde4t/,https://platform.beauhurst.com/transaction/fundraising/7crc/,alwaysON,2014/3/7,2664337,2664337.031
https://platform.beauhurst.com/company/g7rhdv/,https://platform.beauhurst.com/transaction/fundraising/wtrm/,The Bunker,2006/5/9,,1000000
https://platform.beauhurst.com/company/7pugja/,https://platform.beauhurst.com/transaction/fundraising/7ebk/,MyBuilder,2012/2/21,314298,314297.7
https://platform.beauhurst.com/company/7pugja/,https://platform.beauhurst.com/transaction/fundraising/9ea6/,MyBuilder,2009/9/21,,350000
https://platform.beauhurst.com/company/6ffugk/,https://platform.beauhurst.com/transaction/fundraising/b84v/,Arrow,2016/9/1,,
https://platform.beauhurst.com/company/ji8s4i/,https://platform.beauhurst.com/transaction/fundraising/mdtb/,Clara Bowe,2016/8/22,16000,15999.99998
https://platform.beauhurst.com/company/fcnxd3/,https://platform.beauhurst.com/transaction/fundraising/tu2i/,Clozer,2016/5/4,110024,110023.667
https://platform.beauhurst.com/company/ap3z3k/,https://platform.beauhurst.com/transaction/fundraising/mf5e/,Destiny Pharma,2008/12/3,,4800000
https://platform.beauhurst.com/company/guhkt5/,https://platform.beauhurst.com/transaction/fundraising/2p3r/,AirSense Wireless,2016/7/22,1649902,1649902.14
https://platform.beauhurst.com/company/udqqyv/,https://platform.beauhurst.com/transaction/fundraising/7xh3/,Songkick,2007/7/1,,7478.804992
https://platform.beauhurst.com/company/87skcs/,https://platform.beauhurst.com/transaction/fundraising/nncj/,Bernard Matthews,2013/8/30,,
https://platform.beauhurst.com/company/qq4kip/,https://platform.beauhurst.com/transaction/fundraising/dr69/,MusicQubed,2016/7/19,1189454,1189454.16
https://platform.beauhurst.com/company/zkz7ei/,https://platform.beauhurst.com/transaction/fundraising/uhit/,Lazy Lizard Beer Company,2016/8/26,18000,18000
https://platform.beauhurst.com/company/i6b7bx/,https://platform.beauhurst.com/transaction/fundraising/gcib/,SourceCards,2016/8/18,245000,245000
https://platform.beauhurst.com/company/cse7pn/,https://platform.beauhurst.com/transaction/fundraising/zpwx/,Binx Health,2005/10/17,,500000
https://platform.beauhurst.com/company/txfkeq/,https://platform.beauhurst.com/transaction/fundraising/zvsf/,Itaconix,2007/2/19,,2000000
https://platform.beauhurst.com/company/ft8kab/,https://platform.beauhurst.com/transaction/fundraising/pkr8/,Geocast TV,2016/7/1,200000,200000
https://platform.beauhurst.com/company/vnc6b4/,https://platform.beauhurst.com/transaction/fundraising/mx4h/,Rentecarlo,2015/9/4,167352,167351.74
https://platform.beauhurst.com/company/qk7gia/,https://platform.beauhurst.com/transaction/fundraising/cazp/,Digiservex,2016/1/22,150024,150024
https://platform.beauhurst.com/company/8ydjrs/,https://platform.beauhurst.com/transaction/fundraising/vdp6/,Double Wing Pharma,2016/8/24,700001,700001.4
https://platform.beauhurst.com/company/p6tyit/,https://platform.beauhurst.com/transaction/fundraising/b2xm/,S2DNT,2016/7/14,48000,48000
https://platform.beauhurst.com/company/crw6y2/,https://platform.beauhurst.com/transaction/fundraising/mvkr/,EatAbout,2016/9/5,30000,30000
https://platform.beauhurst.com/company/3gzvyb/,https://platform.beauhurst.com/transaction/fundraising/vtmv/,Fleur B,2016/9/5,50000,49999.99863
https://platform.beauhurst.com/company/gw22iq/,https://platform.beauhurst.com/transaction/fundraising/ddjn/,Altis,2016/8/25,82500,82500
https://platform.beauhurst.com/company/s33296/,https://platform.beauhurst.com/transaction/fundraising/nd9u/,Spacehop,2016/7/27,477378,477377.6
https://platform.beauhurst.com/company/x56jah/,https://platform.beauhurst.com/transaction/fundraising/7e3d/,ArtAttack,2016/1/31,10999,10999.2
https://platform.beauhurst.com/company/nx68ft/,https://platform.beauhurst.com/transaction/fundraising/xtmn/,The Good Care Group,2009/12/9,1479250,1479250
https://platform.beauhurst.com/company/nx68ft/,https://platform.beauhurst.com/transaction/fundraising/9cmp/,The Good Care Group,2013/1/22,325855,325855
https://platform.beauhurst.com/company/nx68ft/,https://platform.beauhurst.com/transaction/fundraising/evep/,The Good Care Group,2013/10/1,21620,21620
https://platform.beauhurst.com/company/nx68ft/,https://platform.beauhurst.com/transaction/fundraising/8vw4/,The Good Care Group,2016/8/16,597454,597453.5
https://platform.beauhurst.com/company/eiw2tu/,https://platform.beauhurst.com/transaction/fundraising/tr8z/,BeArt,2016/8/1,76811,76811
https://platform.beauhurst.com/company/q9av5p/,https://platform.beauhurst.com/transaction/fundraising/iehc/,Source Lifestyle,2016/6/28,50000,49999.95
https://platform.beauhurst.com/company/6yeeh8/,https://platform.beauhurst.com/transaction/fundraising/n3ap/,Vibe Tickets,2015/11/17,147500,200000
https://platform.beauhurst.com/company/6yeeh8/,https://platform.beauhurst.com/transaction/fundraising/zmmc/,Vibe Tickets,2016/9/15,608889,609590
https://platform.beauhurst.com/company/ckubds/,https://platform.beauhurst.com/transaction/fundraising/7gmr/,Canary Care,2016/8/16,440047,440047.2394
https://platform.beauhurst.com/company/juuec9/,https://platform.beauhurst.com/transaction/fundraising/ezwn/,Moo.la,2016/8/19,2115408,2115407.625
https://platform.beauhurst.com/company/en5vr6/,https://platform.beauhurst.com/transaction/fundraising/zbsy/,Sup,2016/5/3,239998,239998.5
https://platform.beauhurst.com/company/nriyjn/,https://platform.beauhurst.com/transaction/fundraising/qbnd/,Oxitec,2011/1/28,3723080,3723080
https://platform.beauhurst.com/company/nriyjn/,https://platform.beauhurst.com/transaction/fundraising/7fvs/,Oxitec,2013/2/27,509740,509740
https://platform.beauhurst.com/company/mhvyp5/,https://platform.beauhurst.com/transaction/fundraising/z8vk/,Antidate,2016/8/30,15000,15000
https://platform.beauhurst.com/company/bx89hb/,https://platform.beauhurst.com/transaction/fundraising/cgsj/,Thriev,2015/8/1,139755,139754.9661
https://platform.beauhurst.com/company/8jegp4/,https://platform.beauhurst.com/transaction/fundraising/rqsa/,YoVivo,2016/3/31,29992,29991.59
https://platform.beauhurst.com/company/ypjbcn/,https://platform.beauhurst.com/transaction/fundraising/2mn9/,Titan IC Systems,2016/6/16,1029893,1029893.364
https://platform.beauhurst.com/company/245yjf/,https://platform.beauhurst.com/transaction/fundraising/upi6/,Well & Happy,2016/9/9,162495,162494.8519
https://platform.beauhurst.com/company/ynjuiv/,https://platform.beauhurst.com/transaction/fundraising/wxyy/,Wallet Circle,2016/4/6,190000,189999.9775
https://platform.beauhurst.com/company/7g9jgz/,https://platform.beauhurst.com/transaction/fundraising/4gq6/,DueCourse,2016/9/19,944528,1250000
https://platform.beauhurst.com/company/2gbt5n/,https://platform.beauhurst.com/transaction/fundraising/cq9u/,DatePlay,2016/12/16,,215850
https://platform.beauhurst.com/company/2jc5q5/,https://platform.beauhurst.com/transaction/fundraising/4ea4/,Regenerys,2015/4/25,786026,786026.25
https://platform.beauhurst.com/company/2jc5q5/,https://platform.beauhurst.com/transaction/fundraising/6pu4/,Regenerys,2016/2/11,467665,467664.7555
https://platform.beauhurst.com/company/hhia9b/,https://platform.beauhurst.com/transaction/fundraising/e8rj/,Bel-Air,2016/8/11,521114,521113.6
https://platform.beauhurst.com/company/qvaxcb/,https://platform.beauhurst.com/transaction/fundraising/iefn/,Hostmaker,2016/9/20,849994,770028.0444
https://platform.beauhurst.com/company/c9k8br/,https://platform.beauhurst.com/transaction/fundraising/dt53/,Road to Health,2016/9/19,,
https://platform.beauhurst.com/company/brc8ps/,https://platform.beauhurst.com/transaction/fundraising/pz5j/,Cyra,2016/6/15,20000,20000
https://platform.beauhurst.com/company/rqepyn/,https://platform.beauhurst.com/transaction/fundraising/ar95/,Article Magazine,2014/2/5,37264,37263.5
https://platform.beauhurst.com/company/rqepyn/,https://platform.beauhurst.com/transaction/fundraising/vf55/,Article Magazine,2015/8/31,10000,9999.99993
https://platform.beauhurst.com/company/dw2k9s/,https://platform.beauhurst.com/transaction/fundraising/3bqd/,Recapture Plastics,2015/12/16,240015,240015.0011
https://platform.beauhurst.com/company/5nyhjm/,https://platform.beauhurst.com/transaction/fundraising/ihup/,PATSY + PATSY,2016/3/16,125000,124999.9979
https://platform.beauhurst.com/company/bdtnbz/,https://platform.beauhurst.com/transaction/fundraising/avbm/,Dimble,2015/11/15,150000,150000
https://platform.beauhurst.com/company/r3mt7w/,https://platform.beauhurst.com/transaction/fundraising/4yvu/,Kanichi,2016/8/1,,
https://platform.beauhurst.com/company/upedqq/,https://platform.beauhurst.com/transaction/fundraising/8fhb/,Ieat Foods,2016/8/19,108000,108000
https://platform.beauhurst.com/company/gxs39h/,https://platform.beauhurst.com/transaction/fundraising/63at/,Luha,2016/7/25,30000,30000
https://platform.beauhurst.com/company/qarqyh/,https://platform.beauhurst.com/transaction/fundraising/46ut/,JustWash,2016/7/21,20000,20000
https://platform.beauhurst.com/company/esjxtt/,https://platform.beauhurst.com/transaction/fundraising/3rn3/,Chic Retreats,2016/5/29,119997,119997
https://platform.beauhurst.com/company/97gim4/,https://platform.beauhurst.com/transaction/fundraising/tnsx/,BAU Systems,2016/8/8,30000,30000
https://platform.beauhurst.com/company/8furvj/,https://platform.beauhurst.com/transaction/fundraising/7ht6/,InkPix Media,2016/7/18,19800,19800
https://platform.beauhurst.com/company/7f8g84/,https://platform.beauhurst.com/transaction/fundraising/p97s/,Momo Top,2016/6/10,1519784,1519784.066
https://platform.beauhurst.com/company/jj7tb8/,https://platform.beauhurst.com/transaction/fundraising/s3z6/,La Sala,2016/4/29,109500,109500
https://platform.beauhurst.com/company/vzre86/,https://platform.beauhurst.com/transaction/fundraising/kxhg/,OneLane,2016/9/22,281176,281140
https://platform.beauhurst.com/company/fvhv3f/,https://platform.beauhurst.com/transaction/fundraising/nsjm/,Wisher,2016/7/1,300002,300002.4
https://platform.beauhurst.com/company/j5ri7b/,https://platform.beauhurst.com/transaction/fundraising/m8iw/,Shopcade,2015/11/18,1043054,1043053.53
https://platform.beauhurst.com/company/zv88dh/,https://platform.beauhurst.com/transaction/fundraising/c8ta/,The London Distillery Company,2016/3/31,738741,738740.81
https://platform.beauhurst.com/company/h8k4rx/,https://platform.beauhurst.com/transaction/fundraising/y4i9/,YPlan,2015/8/11,217648,217648.4
https://platform.beauhurst.com/company/n4qu3w/,https://platform.beauhurst.com/transaction/fundraising/vkkf/,EnXray,2014/6/1,1164950,1200000
https://platform.beauhurst.com/company/n4qu3w/,https://platform.beauhurst.com/transaction/fundraising/a9jf/,EnXray,2016/6/30,1092159,1092159
https://platform.beauhurst.com/company/jj7tb8/,https://platform.beauhurst.com/transaction/fundraising/7cvk/,La Sala,2014/2/20,3867750,3867750
https://platform.beauhurst.com/company/reguu9/,https://platform.beauhurst.com/transaction/fundraising/zms2/,Shave Club UK,2016/4/1,65000,64999.99718
https://platform.beauhurst.com/company/e3grwj/,https://platform.beauhurst.com/transaction/fundraising/xt32/,Blue Duck Education,2016/8/12,676933,676932.905
https://platform.beauhurst.com/company/uuim6y/,https://platform.beauhurst.com/transaction/fundraising/sygc/,Sibberi,2016/7/12,649997,649996.84
https://platform.beauhurst.com/company/358d3n/,https://platform.beauhurst.com/transaction/fundraising/n752/,Accelerated Dynamics,2016/8/22,520000,520000
https://platform.beauhurst.com/company/rtawjn/,https://platform.beauhurst.com/transaction/fundraising/p7ru/,Ernest,2016/7/4,165000,164999.9967
https://platform.beauhurst.com/company/nugbii/,https://platform.beauhurst.com/transaction/fundraising/bhxe/,DogBuddy,2016/9/22,742184,1713625.724
https://platform.beauhurst.com/company/akw37h/,https://platform.beauhurst.com/transaction/fundraising/xafm/,GO Outdoors,2011/4/1,6230000,28000000
https://platform.beauhurst.com/company/zxkbxz/,https://platform.beauhurst.com/transaction/fundraising/igfh/,Love Popcorn,2016/9/26,,150000
https://platform.beauhurst.com/company/ke2iyc/,https://platform.beauhurst.com/transaction/fundraising/3ezy/,V-Auth,2014/4/4,149836,149836
https://platform.beauhurst.com/company/ke2iyc/,https://platform.beauhurst.com/transaction/fundraising/tb7u/,V-Auth,2016/4/26,207501,207500.8987
https://platform.beauhurst.com/company/8534gg/,https://platform.beauhurst.com/transaction/fundraising/r5p5/,Scanimal Trackers,2014/10/1,165000,165000
https://platform.beauhurst.com/company/8534gg/,https://platform.beauhurst.com/transaction/fundraising/2jt5/,Scanimal Trackers,2015/7/1,209992,209991.6
https://platform.beauhurst.com/company/8534gg/,https://platform.beauhurst.com/transaction/fundraising/cxik/,Scanimal Trackers,2016/7/2,79997,79996.8
https://platform.beauhurst.com/company/hsck8f/,https://platform.beauhurst.com/transaction/fundraising/26xm/,Pharos Global,2015/4/1,150000,150000
https://platform.beauhurst.com/company/hsck8f/,https://platform.beauhurst.com/transaction/fundraising/ck8p/,Pharos Global,2015/12/16,99967,99967.3
https://platform.beauhurst.com/company/at6q3g/,https://platform.beauhurst.com/transaction/fundraising/nvbv/,Causr,2016/4/20,150000,150000
https://platform.beauhurst.com/company/cv2ct7/,https://platform.beauhurst.com/transaction/fundraising/ygzs/,ThisWay Global,2016/9/27,1597507,1600000
https://platform.beauhurst.com/company/2a6em9/,https://platform.beauhurst.com/transaction/fundraising/jud6/,GUST,2014/6/11,,11911.98
https://platform.beauhurst.com/company/4cdsfr/,https://platform.beauhurst.com/transaction/fundraising/3ban/,Third Eye Technologies,2015/9/21,34999,34998.75
https://platform.beauhurst.com/company/62meab/,https://platform.beauhurst.com/transaction/fundraising/9vjz/,RefME,2016/6/3,1250012,1250011.65
https://platform.beauhurst.com/company/52nvaw/,https://platform.beauhurst.com/transaction/fundraising/8fyj/,Samuel Dougal,2015/8/24,105058,105058.08
https://platform.beauhurst.com/company/vpi892/,https://platform.beauhurst.com/transaction/fundraising/n68b/,Power Drive Efficiency (PDE),2014/10/3,6000,6000
https://platform.beauhurst.com/company/h5yr4a/,https://platform.beauhurst.com/transaction/fundraising/u3cb/,Codebashing,2016/5/12,,15000
https://platform.beauhurst.com/company/p73set/,https://platform.beauhurst.com/transaction/fundraising/g9ct/,Sphere Secure Workspace,2015/4/17,,15000
https://platform.beauhurst.com/company/8w5ggs/,https://platform.beauhurst.com/transaction/fundraising/bcvj/,Ukkobox,2016/3/18,,15000
https://platform.beauhurst.com/company/si7zce/,https://platform.beauhurst.com/transaction/fundraising/bgs7/,BitNinja,2016/3/18,,15000
https://platform.beauhurst.com/company/6xn74t/,https://platform.beauhurst.com/transaction/fundraising/v4eq/,Trustlight,2016/5/22,15000,15000
https://platform.beauhurst.com/company/bcic7j/,https://platform.beauhurst.com/transaction/fundraising/tnme/,Volcanic,2015/10/27,250000,250000
https://platform.beauhurst.com/company/e5gfnu/,https://platform.beauhurst.com/transaction/fundraising/y297/,Intelligent Spatial Positioning,2014/12/1,10000,10000
https://platform.beauhurst.com/company/28bpcy/,https://platform.beauhurst.com/transaction/fundraising/g6km/,Seedlip,2016/7/4,,
https://platform.beauhurst.com/company/28bpcy/,https://platform.beauhurst.com/transaction/fundraising/u2fh/,Seedlip,2015/4/24,175000,175000
https://platform.beauhurst.com/company/qvjq49/,https://platform.beauhurst.com/transaction/fundraising/gj45/,Bspotted,2016/4/10,30001,17000
https://platform.beauhurst.com/company/ar5x4c/,https://platform.beauhurst.com/transaction/fundraising/nyyd/,yWasteFood,2016/9/9,50000,50000
https://platform.beauhurst.com/company/esjxt2/,https://platform.beauhurst.com/transaction/fundraising/9bp2/,Agency Core,2016/9/29,104798,100000
https://platform.beauhurst.com/company/4gwcia/,https://platform.beauhurst.com/transaction/fundraising/7bdu/,Pip,2016/1/11,,17000
https://platform.beauhurst.com/company/9439t4/,https://platform.beauhurst.com/transaction/fundraising/78t5/,Yen,2015/4/29,27990,27990.08
https://platform.beauhurst.com/company/vq97nb/,https://platform.beauhurst.com/transaction/fundraising/fdkt/,Radius Equity,2014/9/18,8000,8000
https://platform.beauhurst.com/company/2sxnen/,https://platform.beauhurst.com/transaction/fundraising/f377/,Viewsy,2015/11/20,30000,30000.01796
https://platform.beauhurst.com/company/6ke9ke/,https://platform.beauhurst.com/transaction/fundraising/chti/,Crypto Facilities,2016/9/5,1059257,1127719.496
https://platform.beauhurst.com/company/ywruks/,https://platform.beauhurst.com/transaction/fundraising/5qd7/,Creative Agenda,2015/4/10,480856,480855.9
https://platform.beauhurst.com/company/ywruks/,https://platform.beauhurst.com/transaction/fundraising/4zi9/,Creative Agenda,2016/5/13,60000,60000
https://platform.beauhurst.com/company/jqu95s/,https://platform.beauhurst.com/transaction/fundraising/c8xf/,TVPlayer,2016/10/3,2884999,5000000
https://platform.beauhurst.com/company/8ehdc8/,https://platform.beauhurst.com/transaction/fundraising/qa3x/,Captive Media,2016/1/12,,200000
https://platform.beauhurst.com/company/kyg7nq/,https://platform.beauhurst.com/transaction/fundraising/uf97/,Casper & Cole,2016/4/4,1911191,1911191
https://platform.beauhurst.com/company/sn8mx5/,https://platform.beauhurst.com/transaction/fundraising/nvg8/,Furo,2016/4/1,40001,40001
https://platform.beauhurst.com/company/jbz5n9/,https://platform.beauhurst.com/transaction/fundraising/4m45/,Scoville,2011/4/11,,244610.3997
https://platform.beauhurst.com/company/fwvz7x/,https://platform.beauhurst.com/transaction/fundraising/2q42/,Experiently,2015/9/25,30001,30001.2
https://platform.beauhurst.com/company/y8f9cn/,https://platform.beauhurst.com/transaction/fundraising/crhh/,Albert Medical Devices,2016/7/27,129006,450000
https://platform.beauhurst.com/company/e5xgiv/,https://platform.beauhurst.com/transaction/fundraising/39id/,Ben's Canteen,2014/7/2,200000,200000.4
https://platform.beauhurst.com/company/eiizas/,https://platform.beauhurst.com/transaction/fundraising/iidk/,AimBrain,2016/3/16,50000,49999.89
https://platform.beauhurst.com/company/axpzt6/,https://platform.beauhurst.com/transaction/fundraising/6awr/,Repairly,2015/10/8,300012,300012
https://platform.beauhurst.com/company/jsqccp/,https://platform.beauhurst.com/transaction/fundraising/4in2/,NotesNote,2015/12/2,29999,29999.2
https://platform.beauhurst.com/company/5c2rvp/,https://platform.beauhurst.com/transaction/fundraising/62v2/,ATEEDA,2016/10/3,629351,630000
https://platform.beauhurst.com/company/8vbh52/,https://platform.beauhurst.com/transaction/fundraising/dxp3/,ShareProperty,2016/7/26,136424,148264
https://platform.beauhurst.com/company/8hh3u5/,https://platform.beauhurst.com/transaction/fundraising/z5ru/,Bertie & Bean,2012/6/1,,70000
https://platform.beauhurst.com/company/nb5p27/,https://platform.beauhurst.com/transaction/fundraising/7ib4/,BodyChillz,2016/2/8,462000,462000.0208
https://platform.beauhurst.com/company/ffvg9g/,https://platform.beauhurst.com/transaction/fundraising/z824/,Unlease,2016/2/3,307511,307511.07
https://platform.beauhurst.com/company/8qsmu7/,https://platform.beauhurst.com/transaction/fundraising/3ntj/,Freelance Student,2016/5/12,15000,14999.9995
https://platform.beauhurst.com/company/bknufr/,https://platform.beauhurst.com/transaction/fundraising/ce3x/,Pavanu Mobility,2016/5/12,15000,14999.9995
https://platform.beauhurst.com/company/ixunkk/,https://platform.beauhurst.com/transaction/fundraising/cfni/,Yazino,2015/12/17,578148,578147.9
https://platform.beauhurst.com/company/ixunkk/,https://platform.beauhurst.com/transaction/fundraising/yrvi/,Yazino,2016/6/2,94994,94994.28
https://platform.beauhurst.com/company/y2a93j/,https://platform.beauhurst.com/transaction/fundraising/vjqa/,Permasense,2013/2/15,7800,7800
https://platform.beauhurst.com/company/ns6wk2/,https://platform.beauhurst.com/transaction/fundraising/s86r/,Verity,2016/3/18,,15000
https://platform.beauhurst.com/company/cfae2v/,https://platform.beauhurst.com/transaction/fundraising/sb8g/,Viewex,2012/10/8,22500,22499.84
https://platform.beauhurst.com/company/6snu32/,https://platform.beauhurst.com/transaction/fundraising/ja36/,Autism Biotech,2014/12/22,199996,199995.84
https://platform.beauhurst.com/company/3bikp2/,https://platform.beauhurst.com/transaction/fundraising/bzjn/,Eve Sleep,2016/10/8,16094986,13900000
https://platform.beauhurst.com/company/6hnyra/,https://platform.beauhurst.com/transaction/fundraising/vmkh/,Flyt,2016/10/10,3499999,3500000
https://platform.beauhurst.com/company/rxxbn8/,https://platform.beauhurst.com/transaction/fundraising/4384/,Fotech Solutions,2008/6/27,,6500000
https://platform.beauhurst.com/company/rxxbn8/,https://platform.beauhurst.com/transaction/fundraising/mk6g/,Fotech Solutions,2013/11/12,,
https://platform.beauhurst.com/company/xfxv6a/,https://platform.beauhurst.com/transaction/fundraising/ckcm/,Love Da Pop,2011/8/7,,70000
https://platform.beauhurst.com/company/tt2duv/,https://platform.beauhurst.com/transaction/fundraising/i6dv/,Conscious Me,2013/9/11,99996,99996
https://platform.beauhurst.com/company/zantd9/,https://platform.beauhurst.com/transaction/fundraising/tkdf/,Future Digital,2013/10/15,258500,258499.9879
https://platform.beauhurst.com/company/v5jsvn/,https://platform.beauhurst.com/transaction/fundraising/unrn/,The Rutland Charcuterie Company,2015/4/1,50001,50000.535
https://platform.beauhurst.com/company/jws5d8/,https://platform.beauhurst.com/transaction/fundraising/xw3m/,Isentropic,2012/6/12,2931434,14000000
https://platform.beauhurst.com/company/k3rnjy/,https://platform.beauhurst.com/transaction/fundraising/9s3c/,Oncimmune,2011/12/5,3499668,3499667.6
